CA,TRIGGERTIME,INCIDENTTYPE,NUMSHOTS,LATITUDE,LONGITUDE
3D,2014-10-19 07:44:18.070,Multiple Gunshots,4,38.935,-77.03
6D,2014-10-19 04:38:43.733,Single Gunshot,1,38.902,-76.943
1D,2014-10-19 04:22:48.703,Multiple Gunshots,7,38.899,-76.982
1D,2014-10-19 04:22:41.360,Multiple Gunshots,6,38.899,-76.982
1D,2014-10-19 04:22:33.147,Multiple Gunshots,3,38.899,-76.981
1D,2014-10-19 04:22:26.217,Multiple Gunshots,5,38.898,-76.982
6D,2014-10-19 03:21:06.153,Single Gunshot,1,38.9,-76.942
7D,2014-10-19 03:10:07.127,Multiple Gunshots,3,38.824,-77.006
4D,2014-10-19 00:30:33.567,Multiple Gunshots,5,38.937,-77.025
6D,2014-10-19 00:21:08.733,Single Gunshot,1,38.886,-76.925
5D,2014-10-19 00:14:19.520,Multiple Gunshots,3,38.923,-76.985
7D,2014-10-18 23:59:14.947,Single Gunshot,1,38.836,-77.003
7D,2014-10-18 21:36:45.077,Multiple Gunshots,4,38.846,-77
1D,2014-10-18 21:36:36.170,Multiple Gunshots,3,38.887,-76.975
6D,2014-10-18 21:36:34.280,Multiple Gunshots,4,38.885,-76.97
6D,2014-10-18 21:36:14.427,Multiple Gunshots,2,38.884,-76.969
6D,2014-10-18 21:35:57.420,Multiple Gunshots,5,38.885,-76.97
6D,2014-10-18 21:35:15.843,Gunshot/Firework,1,38.889,-76.958
1D,2014-10-18 21:33:34.950,Multiple Gunshots,2,38.885,-76.97
1D,2014-10-18 21:33:26.413,Multiple Gunshots,2,38.885,-76.97
6D,2014-10-18 21:33:16.187,Multiple Gunshots,6,38.885,-76.97
6D,2014-10-18 21:33:07.220,Multiple Gunshots,3,38.885,-76.97
7D,2014-10-18 21:31:18.583,Single Gunshot,1,38.847,-77.006
6D,2014-10-18 13:47:21.947,Multiple Gunshots,3,38.874,-76.935
7D,2014-10-18 11:48:28.810,Single Gunshot,1,38.834,-77.009
6D,2014-10-18 10:22:14.643,Single Gunshot,1,38.898,-76.94
6D,2014-10-18 08:18:59.767,Multiple Gunshots,3,38.91,-76.937
7D,2014-10-18 03:57:25.577,Single Gunshot,1,38.827,-77.001
6D,2014-10-18 03:40:37.807,Single Gunshot,1,38.897,-76.941
3D,2014-10-18 02:28:56.897,Multiple Gunshots,4,38.908,-77.025
7D,2014-10-18 01:59:38.397,Multiple Gunshots,2,38.858,-76.998
7D,2014-10-18 01:58:15.373,Single Gunshot,1,38.844,-76.999
7D,2014-10-18 01:54:05.643,Multiple Gunshots,4,38.842,-76.995
6D,2014-10-18 01:08:50.567,Single Gunshot,1,38.885,-76.959
7D,2014-10-18 00:41:52.333,Single Gunshot,1,38.864,-76.988
6D,2014-10-18 00:22:26.363,Multiple Gunshots,1,38.895,-76.959
7D,2014-10-17 23:44:53.467,Gunshot/Firework,1,38.817,-77.003
6D,2014-10-17 23:27:16.310,Single Gunshot,1,38.877,-76.931
6D,2014-10-17 22:55:32.693,Multiple Gunshots,3,38.873,-76.934
6D,2014-10-17 22:20:17.953,Multiple Gunshots,2,38.874,-76.931
6D,2014-10-17 22:19:56.017,Multiple Gunshots,6,38.874,-76.93
3D,2014-10-17 21:45:29.847,Multiple Gunshots,3,38.925,-77.024
6D,2014-10-17 21:29:16.790,Single Gunshot,1,38.876,-76.932
6D,2014-10-17 20:59:47.737,Multiple Gunshots,2,38.867,-76.979
1D,2014-10-17 13:28:31.030,Multiple Gunshots,2,38.895,-76.98
1D,2014-10-17 13:27:33.600,Multiple Gunshots,4,38.895,-76.98
1D,2014-10-17 13:25:49.407,Multiple Gunshots,3,38.895,-76.98
4D,2014-10-17 11:32:52.430,Multiple Gunshots,3,38.939,-77.024
6D,2014-10-17 02:47:16.173,Single Gunshot,1,38.876,-76.932
7D,2014-10-17 02:42:43.633,Multiple Gunshots,3,38.853,-76.975
6D,2014-10-17 02:42:28.167,Single Gunshot,1,38.876,-76.932
6D,2014-10-17 02:27:52.507,Multiple Gunshots,3,38.873,-76.978
7D,2014-10-17 02:27:50.430,Multiple Gunshots,4,38.873,-76.98
6D,2014-10-17 02:27:46.733,Multiple Gunshots,3,38.872,-76.979
6D,2014-10-17 02:18:04.527,Single Gunshot,1,38.893,-76.922
6D,2014-10-17 02:17:59.560,Single Gunshot,1,38.893,-76.922
6D,2014-10-17 02:17:46.403,Multiple Gunshots,4,38.893,-76.922
7D,2014-10-17 01:10:13.330,Single Gunshot,1,38.857,-76.972
6D,2014-10-17 00:51:39.007,Single Gunshot,1,38.881,-76.925
5D,2014-10-17 00:09:23.147,Multiple Gunshots,6,38.904,-76.989
5D,2014-10-17 00:09:13.030,Single Gunshot,1,38.904,-76.989
7D,2014-10-16 22:22:58.383,Multiple Gunshots,3,38.852,-76.978
6D,2014-10-16 03:40:07.717,Multiple Gunshots,1,38.898,-76.929
5D,2014-10-16 02:14:40.490,Single Gunshot,1,38.9,-76.998
1D,2014-10-16 02:14:39.990,Single Gunshot,1,38.9,-76.998
5D,2014-10-16 00:38:02.127,Single Gunshot,1,38.9,-76.999
1D,2014-10-16 00:38:01.900,Single Gunshot,1,38.9,-76.999
1D,2014-10-16 00:35:17.090,Single Gunshot,1,38.9,-76.998
5D,2014-10-16 00:34:50.127,Single Gunshot,1,38.9,-76.998
1D,2014-10-16 00:34:48.957,Single Gunshot,1,38.9,-76.998
6D,2014-10-16 00:06:33.827,Single Gunshot,1,38.878,-76.932
6D,2014-10-15 22:08:42.930,Multiple Gunshots,1,38.891,-76.913
1D,2014-10-15 21:42:43.967,Multiple Gunshots,2,38.887,-76.98
6D,2014-10-15 20:22:41.137,Multiple Gunshots,1,38.87,-76.938
1D,2014-10-15 20:09:51.447,Gunshot/Firework,1,38.896,-76.977
7D,2014-10-15 20:04:04.127,Single Gunshot,1,38.821,-76.994
6D,2014-10-15 01:01:40.050,Single Gunshot,1,38.879,-76.93
4D,2014-10-15 00:48:38.897,Single Gunshot,1,38.955,-77.023
7D,2014-10-15 00:13:45.123,Single Gunshot,1,38.826,-76.999
7D,2014-10-15 00:07:39.780,Multiple Gunshots,4,38.826,-76.998
7D,2014-10-15 00:02:59.243,Multiple Gunshots,6,38.83,-77.002
6D,2014-10-14 22:50:33.473,Single Gunshot,1,38.889,-76.954
7D,2014-10-14 22:30:14.860,Single Gunshot,1,38.831,-76.988
6D,2014-10-14 21:22:19.233,Multiple Gunshots,6,38.892,-76.952
7D,2014-10-14 20:09:17.257,Multiple Gunshots,2,38.847,-76.972
1D,2014-10-14 15:55:11.467,Multiple Gunshots,6,38.878,-77.015
4D,2014-10-14 11:39:05.503,Multiple Gunshots,3,38.939,-77.025
6D,2014-10-14 10:27:37.427,Single Gunshot,1,38.897,-76.916
6D,2014-10-14 10:24:15.553,Single Gunshot,1,38.897,-76.916
6D,2014-10-14 10:22:45.707,Single Gunshot,1,38.897,-76.916
6D,2014-10-14 10:18:49.380,Single Gunshot,1,38.898,-76.915
7D,2014-10-14 07:53:09.017,Multiple Gunshots,1,38.831,-77.005
7D,2014-10-14 02:35:56.757,Single Gunshot,1,38.844,-76.98
7D,2014-10-14 01:56:16.510,Multiple Gunshots,4,38.851,-76.96
7D,2014-10-14 00:25:38.773,Single Gunshot,1,38.834,-76.991
6D,2014-10-14 00:04:17.263,Multiple Gunshots,3,38.871,-76.927
5D,2014-10-14 00:01:45.427,Single Gunshot,1,38.905,-76.978
6D,2014-10-13 23:26:22.050,Multiple Gunshots,3,38.868,-76.971
7D,2014-10-13 20:34:31.513,Multiple Gunshots,1,38.846,-76.972
7D,2014-10-13 19:27:17.537,Single Gunshot,1,38.85,-76.972
4D,2014-10-13 07:33:34.280,Single Gunshot,1,38.944,-77.02
5D,2014-10-13 07:14:55.210,Multiple Gunshots,5,38.93,-76.961
4D,2014-10-13 04:21:56.177,Gunshot/Firework,1,38.943,-77.019
6D,2014-10-13 01:22:51.040,Multiple Gunshots,2,38.863,-76.998
7D,2014-10-13 01:22:51.027,Multiple Gunshots,5,38.862,-76.998
6D,2014-10-13 00:30:33.607,Single Gunshot,1,38.9,-76.922
7D,2014-10-12 22:30:23.620,Multiple Gunshots,7,38.825,-77.009
6D,2014-10-12 19:42:31.917,Multiple Gunshots,12,38.882,-76.933
6D,2014-10-12 18:02:53.053,Multiple Gunshots,2,38.893,-76.928
7D,2014-10-12 06:18:07.947,Multiple Gunshots,1,38.852,-76.965
3D,2014-10-12 03:10:48.153,Single Gunshot,1,38.932,-77.026
7D,2014-10-12 01:03:51.823,Multiple Gunshots,6,38.83,-77.003
6D,2014-10-12 01:03:41.933,Single Gunshot,1,38.883,-76.963
6D,2014-10-11 23:21:57.143,Single Gunshot,1,38.894,-76.923
1D,2014-10-11 21:53:48.773,Single Gunshot,1,38.902,-76.978
4D,2014-10-11 20:11:40.377,Multiple Gunshots,23,38.936,-77.02
6D,2014-10-11 05:33:17.450,Multiple Gunshots,2,38.877,-76.953
5D,2014-10-11 03:57:55.377,Single Gunshot,1,38.914,-76.988
7D,2014-10-11 03:49:29.317,Single Gunshot,1,38.855,-76.971
6D,2014-10-11 03:40:30.533,Multiple Gunshots,1,38.867,-76.947
3D,2014-10-11 03:26:47.710,Single Gunshot,1,38.913,-77.037
7D,2014-10-11 02:15:59.867,Single Gunshot,1,38.833,-76.994
7D,2014-10-11 00:32:33.557,Multiple Gunshots,3,38.841,-76.993
6D,2014-10-11 00:02:20.773,Multiple Gunshots,5,38.887,-76.953
7D,2014-10-10 23:57:46.717,Multiple Gunshots,5,38.847,-76.957
6D,2014-10-10 23:15:52.433,Multiple Gunshots,5,38.878,-76.926
6D,2014-10-10 02:38:15.880,Single Gunshot,1,38.911,-76.938
6D,2014-10-10 02:26:24.643,Single Gunshot,1,38.863,-76.996
6D,2014-10-10 02:26:19.700,Single Gunshot,1,38.864,-76.994
7D,2014-10-10 02:26:19.150,Single Gunshot,1,38.864,-76.994
6D,2014-10-10 01:19:56.713,Multiple Gunshots,5,38.875,-76.965
6D,2014-10-10 01:10:48.400,Multiple Gunshots,2,38.883,-76.925
7D,2014-10-10 00:52:39.613,Multiple Gunshots,2,38.83,-77.002
7D,2014-10-10 00:52:25.283,Multiple Gunshots,2,38.83,-77.002
6D,2014-10-10 00:30:49.943,Multiple Gunshots,8,38.879,-76.936
6D,2014-10-09 23:51:36.100,Multiple Gunshots,4,38.884,-76.963
6D,2014-10-09 22:32:55.487,Multiple Gunshots,1,38.897,-76.917
7D,2014-10-09 14:59:28.660,Multiple Gunshots,1,38.86,-76.993
7D,2014-10-09 08:51:14.517,Multiple Gunshots,2,38.829,-77.003
7D,2014-10-09 04:58:03.117,Multiple Gunshots,5,38.831,-77.007
7D,2014-10-09 04:38:09.193,Multiple Gunshots,4,38.822,-77.002
6D,2014-10-09 03:49:35.760,Multiple Gunshots,9,38.897,-76.917
6D,2014-10-09 03:27:11.910,Single Gunshot,1,38.871,-76.981
6D,2014-10-09 01:16:58.550,Multiple Gunshots,2,38.886,-76.93
7D,2014-10-09 00:57:16.460,Single Gunshot,1,38.862,-76.993
6D,2014-10-09 00:56:04.327,Single Gunshot,1,38.895,-76.955
6D,2014-10-09 00:53:13.553,Multiple Gunshots,3,38.889,-76.917
6D,2014-10-09 00:42:23.873,Multiple Gunshots,3,38.9,-76.928
5D,2014-10-09 00:29:38.487,Single Gunshot,1,38.92,-76.972
1D,2014-10-08 23:16:56.373,Single Gunshot,1,38.9,-76.982
5D,2014-10-08 22:50:01.307,Single Gunshot,1,38.92,-76.972
7D,2014-10-08 22:13:38.403,Single Gunshot,1,38.86,-76.998
6D,2014-10-08 22:13:38.107,Single Gunshot,1,38.86,-76.998
6D,2014-10-08 21:39:47.153,Multiple Gunshots,1,38.892,-76.94
6D,2014-10-08 21:09:41.117,Multiple Gunshots,12,38.882,-76.928
7D,2014-10-08 12:18:14.073,Multiple Gunshots,3,38.834,-76.991
6D,2014-10-08 03:54:21.367,Multiple Gunshots,2,38.889,-76.915
5D,2014-10-08 02:15:15.560,Multiple Gunshots,1,38.914,-76.973
7D,2014-10-07 21:45:03.593,Single Gunshot,1,38.857,-76.972
7D,2014-10-07 19:15:05.637,Single Gunshot,1,38.834,-76.983
7D,2014-10-07 19:11:29.327,Single Gunshot,1,38.857,-76.972
6D,2014-10-07 01:43:02.270,Multiple Gunshots,7,38.894,-76.928
7D,2014-10-07 01:36:36.873,Single Gunshot,1,38.858,-76.996
6D,2014-10-07 00:01:44.117,Single Gunshot,1,38.868,-76.974
6D,2014-10-07 00:00:01.703,Single Gunshot,1,38.868,-76.974
6D,2014-10-06 23:57:53.490,Single Gunshot,1,38.868,-76.974
5D,2014-10-06 23:51:49.030,Single Gunshot,1,38.928,-76.97
7D,2014-10-06 22:54:29.240,Single Gunshot,1,38.846,-76.973
1D,2014-10-06 22:44:34.530,Single Gunshot,1,38.872,-77.011
6D,2014-10-06 12:32:36.493,Multiple Gunshots,3,38.859,-76.988
7D,2014-10-06 12:32:36.210,Multiple Gunshots,12,38.859,-76.988
7D,2014-10-06 10:52:44.647,Single Gunshot,1,38.844,-76.985
6D,2014-10-06 04:29:28.417,Single Gunshot,1,38.902,-76.943
7D,2014-10-06 02:54:57.657,Single Gunshot,1,38.845,-76.981
4D,2014-10-05 23:45:56.727,Multiple Gunshots,9,38.954,-77.029
6D,2014-10-05 23:06:02.823,Single Gunshot,1,38.879,-76.947
4D,2014-10-05 23:01:06.943,Multiple Gunshots,3,38.947,-77.03
4D,2014-10-05 23:00:44.873,Multiple Gunshots,2,38.951,-77.027
6D,2014-10-05 22:49:45.157,Multiple Gunshots,5,38.895,-76.923
5D,2014-10-05 22:47:44.080,Gunshot/Firework,1,38.921,-76.973
5D,2014-10-05 22:45:08.727,Gunshot/Firework,1,38.921,-76.973
5D,2014-10-05 22:44:14.953,Gunshot/Firework,1,38.921,-76.973
7D,2014-10-05 21:42:35.517,Multiple Gunshots,3,38.848,-76.972
6D,2014-10-05 21:41:04.647,Single Gunshot,1,38.879,-76.96
6D,2014-10-05 21:23:59.447,Multiple Gunshots,2,38.878,-76.931
6D,2014-10-05 21:23:55.433,Multiple Gunshots,2,38.878,-76.931
6D,2014-10-05 21:14:52.047,Multiple Gunshots,3,38.909,-76.936
6D,2014-10-05 19:59:25.370,Multiple Gunshots,3,38.884,-76.917
4D,2014-10-05 16:53:23.907,Multiple Gunshots,19,38.955,-77.016
7D,2014-10-05 06:40:08.403,Multiple Gunshots,1,38.851,-76.969
7D,2014-10-05 03:25:01.217,Single Gunshot,1,38.858,-76.998
6D,2014-10-05 03:23:27.707,Single Gunshot,1,38.858,-76.998
7D,2014-10-05 03:23:27.613,Single Gunshot,1,38.858,-76.998
1D,2014-10-05 02:39:45.447,Gunshot/Firework,1,38.893,-76.976
6D,2014-10-05 02:14:12.220,Single Gunshot,1,38.89,-76.933
7D,2014-10-05 01:55:00.637,Multiple Gunshots,2,38.846,-76.971
4D,2014-10-05 01:51:57.703,Single Gunshot,1,38.95,-77.027
6D,2014-10-05 00:50:40.263,Multiple Gunshots,7,38.888,-76.957
7D,2014-10-05 00:24:03.860,Multiple Gunshots,7,38.84,-76.986
6D,2014-10-05 00:10:46.627,Single Gunshot,1,38.891,-76.937
1D,2014-10-04 23:42:28.283,Single Gunshot,1,38.903,-76.977
7D,2014-10-04 22:39:14.767,Multiple Gunshots,6,38.843,-76.978
6D,2014-10-04 22:09:45.103,Multiple Gunshots,3,38.906,-76.93
6D,2014-10-04 20:53:05.557,Multiple Gunshots,2,38.884,-76.962
7D,2014-10-04 16:23:06.057,Multiple Gunshots,3,38.846,-76.982
7D,2014-10-04 13:33:39.967,Multiple Gunshots,3,38.857,-76.969
7D,2014-10-04 13:32:11.297,Multiple Gunshots,3,38.857,-76.969
7D,2014-10-04 12:57:03.037,Multiple Gunshots,2,38.857,-76.969
5D,2014-10-04 12:33:08.860,Multiple Gunshots,9,38.915,-77.002
7D,2014-10-04 11:45:46.210,Multiple Gunshots,2,38.857,-76.969
7D,2014-10-04 11:45:18.920,Multiple Gunshots,3,38.857,-76.969
7D,2014-10-04 11:05:47.677,Multiple Gunshots,3,38.857,-76.969
7D,2014-10-04 10:46:26.450,Single Gunshot,1,38.837,-76.989
6D,2014-10-04 03:29:00.520,Single Gunshot,1,38.881,-76.925
6D,2014-10-04 02:05:16.210,Single Gunshot,1,38.876,-76.96
6D,2014-10-04 01:59:37.780,Single Gunshot,1,38.872,-76.927
7D,2014-10-04 01:53:49.143,Single Gunshot,1,38.845,-77
6D,2014-10-04 01:17:54.733,Single Gunshot,1,38.882,-76.916
6D,2014-10-03 23:31:54.610,Single Gunshot,1,38.896,-76.915
1D,2014-10-03 22:33:28.610,Multiple Gunshots,5,38.875,-77.011
6D,2014-10-03 22:13:15.707,Multiple Gunshots,6,38.88,-76.929
6D,2014-10-03 21:55:20.277,Multiple Gunshots,5,38.909,-76.934
6D,2014-10-03 21:50:44.913,Multiple Gunshots,4,38.872,-76.928
5D,2014-10-03 20:16:01.900,Multiple Gunshots,6,38.898,-76.974
6D,2014-10-03 12:51:27.500,Gunshot/Firework,1,38.894,-76.921
6D,2014-10-03 12:49:00.007,Multiple Gunshots,1,38.882,-76.935
6D,2014-10-03 12:48:52.327,Multiple Gunshots,17,38.881,-76.935
7D,2014-10-03 02:17:21.727,Single Gunshot,1,38.845,-76.973
4D,2014-10-03 01:19:52.567,Single Gunshot,1,38.947,-77.029
7D,2014-10-03 00:32:22.300,Single Gunshot,1,38.823,-76.994
7D,2014-10-03 00:12:05.697,Single Gunshot,1,38.845,-76.976
7D,2014-10-02 20:52:03.437,Multiple Gunshots,6,38.835,-76.98
7D,2014-10-02 02:53:32.903,Single Gunshot,1,38.846,-76.981
5D,2014-10-02 02:24:53.190,Single Gunshot,1,38.917,-76.973
5D,2014-10-02 02:24:25.960,Single Gunshot,1,38.917,-76.974
5D,2014-10-02 02:23:18.377,Single Gunshot,1,38.914,-76.989
5D,2014-10-02 02:22:49.237,Multiple Gunshots,3,38.913,-76.992
6D,2014-10-01 22:40:14.647,Multiple Gunshots,3,38.889,-76.954
7D,2014-10-01 22:24:49.387,Multiple Gunshots,6,38.833,-76.999
7D,2014-10-01 22:06:43.417,Multiple Gunshots,9,38.854,-76.986
4D,2014-10-01 21:25:13.993,Gunshot/Firework,1,38.95,-77.026
7D,2014-10-01 19:40:07.397,Multiple Gunshots,6,38.834,-76.983
1D,2014-10-01 19:29:36.987,Single Gunshot,1,38.893,-76.974
6D,2014-10-01 17:46:51.817,Multiple Gunshots,2,38.92,-76.931
7D,2014-10-01 04:29:54.713,Gunshot/Firework,1,38.85,-76.969
6D,2014-10-01 03:49:48.200,Single Gunshot,1,38.884,-76.954
6D,2014-10-01 03:44:31.313,Multiple Gunshots,4,38.884,-76.955
6D,2014-10-01 02:59:53.557,Multiple Gunshots,9,38.888,-76.93
6D,2014-10-01 01:21:51.863,Single Gunshot,1,38.877,-76.931
5D,2014-10-01 01:05:06.300,Multiple Gunshots,4,38.921,-76.996
4D,2014-10-01 00:47:52.683,Single Gunshot,1,38.948,-77.015
7D,2014-10-01 00:43:10.013,Single Gunshot,1,38.827,-77.003
6D,2014-10-01 00:37:07.927,Multiple Gunshots,15,38.892,-76.922
6D,2014-10-01 00:30:21.027,Single Gunshot,1,38.915,-76.928
3D,2014-09-30 22:11:41.863,Gunshot/Firework,1,38.924,-77.033
1D,2014-09-30 03:05:18.227,Single Gunshot,1,38.888,-76.98
6D,2014-09-30 02:23:20.720,Single Gunshot,1,38.884,-76.963
7D,2014-09-30 02:14:12.653,Multiple Gunshots,2,38.836,-76.991
7D,2014-09-30 02:14:03.983,Multiple Gunshots,3,38.836,-76.991
6D,2014-09-30 02:05:24.650,Multiple Gunshots,6,38.905,-76.947
4D,2014-09-29 22:36:13.700,Multiple Gunshots,3,38.93,-77.017
4D,2014-09-29 22:35:57.803,Multiple Gunshots,6,38.93,-77.017
6D,2014-09-29 21:38:38.040,Multiple Gunshots,7,38.895,-76.93
7D,2014-09-29 19:56:26.943,Multiple Gunshots,1,38.846,-76.978
7D,2014-09-29 03:11:17.257,Single Gunshot,1,38.845,-76.98
6D,2014-09-29 02:07:15.263,Multiple Gunshots,6,38.854,-76.985
7D,2014-09-29 02:07:14.607,Multiple Gunshots,9,38.854,-76.986
7D,2014-09-28 23:21:25.623,Multiple Gunshots,5,38.855,-76.967
7D,2014-09-28 22:15:48.937,Multiple Gunshots,3,38.844,-77
7D,2014-09-28 22:15:44.357,Multiple Gunshots,3,38.843,-76.999
6D,2014-09-28 20:21:41.323,Gunshot/Firework,1,38.877,-76.931
4D,2014-09-28 03:07:58.810,Multiple Gunshots,7,38.948,-77.032
4D,2014-09-28 03:07:50.707,Multiple Gunshots,3,38.948,-77.032
7D,2014-09-28 02:21:32.197,Single Gunshot,1,38.824,-77.003
7D,2014-09-28 01:40:37.460,Single Gunshot,1,38.845,-76.996
7D,2014-09-28 01:13:10.070,Single Gunshot,1,38.858,-76.998
6D,2014-09-28 01:13:10.070,Single Gunshot,1,38.859,-76.998
3D,2014-09-28 01:09:07.023,Multiple Gunshots,4,38.917,-77.017
6D,2014-09-28 01:07:36.113,Single Gunshot,1,38.892,-76.912
7D,2014-09-28 00:24:40.040,Gunshot/Firework,1,38.848,-76.972
7D,2014-09-28 00:20:21.167,Multiple Gunshots,11,38.859,-76.989
6D,2014-09-28 00:16:50.263,Single Gunshot,1,38.891,-76.953
6D,2014-09-27 23:57:09.747,Multiple Gunshots,2,38.869,-76.964
6D,2014-09-27 23:54:57.250,Single Gunshot,1,38.869,-76.964
7D,2014-09-27 23:16:22.677,Multiple Gunshots,5,38.859,-77
6D,2014-09-27 22:30:50.043,Multiple Gunshots,4,38.897,-76.913
6D,2014-09-27 22:28:30.480,Multiple Gunshots,2,38.891,-76.911
4D,2014-09-27 22:09:55.900,Multiple Gunshots,3,38.958,-77.028
7D,2014-09-27 21:20:51.230,Multiple Gunshots,2,38.838,-76.99
6D,2014-09-27 04:00:15.767,Multiple Gunshots,2,38.92,-76.934
7D,2014-09-27 03:40:44.030,Multiple Gunshots,6,38.855,-76.989
6D,2014-09-27 03:25:11.277,Multiple Gunshots,3,38.896,-76.945
6D,2014-09-27 03:25:04.310,Multiple Gunshots,3,38.905,-76.949
4D,2014-09-27 03:10:37.877,Multiple Gunshots,4,38.947,-77.019
7D,2014-09-27 03:02:03.700,Single Gunshot,1,38.855,-76.99
6D,2014-09-27 02:28:31.190,Multiple Gunshots,4,38.882,-76.935
7D,2014-09-27 01:46:34.647,Single Gunshot,1,38.83,-77.001
7D,2014-09-27 01:44:24.117,Single Gunshot,1,38.845,-76.972
4D,2014-09-27 01:42:03.110,Single Gunshot,1,38.954,-77.016
3D,2014-09-27 01:35:45.073,Single Gunshot,1,38.933,-77.022
3D,2014-09-27 01:35:36.653,Multiple Gunshots,3,38.933,-77.022
5D,2014-09-27 01:27:58.330,Single Gunshot,1,38.922,-76.971
4D,2014-09-27 01:05:54.033,Single Gunshot,1,38.955,-77.029
6D,2014-09-27 00:50:21.887,Single Gunshot,1,38.894,-76.922
7D,2014-09-27 00:27:01.213,Multiple Gunshots,4,38.857,-76.973
7D,2014-09-27 00:26:48.410,Single Gunshot,1,38.857,-76.974
7D,2014-09-27 00:26:37.353,Multiple Gunshots,8,38.858,-76.975
4D,2014-09-27 00:22:16.240,Single Gunshot,1,38.955,-77.029
5D,2014-09-27 00:10:26.613,Single Gunshot,1,38.91,-76.999
5D,2014-09-26 23:36:37.077,Single Gunshot,1,38.906,-76.98
7D,2014-09-26 23:08:02.663,Single Gunshot,1,38.827,-77.002
7D,2014-09-26 23:07:00.883,Single Gunshot,1,38.828,-77.002
6D,2014-09-26 22:38:27.107,Multiple Gunshots,1,38.893,-76.916
3D,2014-09-26 22:14:21.857,Multiple Gunshots,5,38.928,-77.024
6D,2014-09-26 22:04:42.187,Single Gunshot,1,38.888,-76.952
6D,2014-09-26 21:19:03.760,Multiple Gunshots,6,38.874,-76.928
1D,2014-09-26 13:51:25.443,Multiple Gunshots,4,38.872,-77.017
1D,2014-09-26 13:51:23.750,Multiple Gunshots,1,38.876,-77.015
7D,2014-09-26 13:21:50.263,Multiple Gunshots,12,38.855,-76.974
7D,2014-09-26 01:26:09.047,Single Gunshot,1,38.846,-76.981
6D,2014-09-26 00:31:17.117,Multiple Gunshots,3,38.895,-76.927
6D,2014-09-25 22:01:51.220,Multiple Gunshots,3,38.905,-76.948
6D,2014-09-25 21:47:24.120,Multiple Gunshots,12,38.89,-76.952
1D,2014-09-25 16:53:47.403,Single Gunshot,1,38.898,-76.979
6D,2014-09-25 00:37:04.707,Multiple Gunshots,2,38.912,-76.937
7D,2014-09-24 20:33:27.900,Multiple Gunshots,9,38.859,-76.998
4D,2014-09-24 04:02:47.710,Gunshot/Firework,1,38.944,-77.015
7D,2014-09-24 01:37:34.317,Single Gunshot,1,38.857,-76.967
7D,2014-09-24 00:32:34.727,Single Gunshot,1,38.841,-76.989
7D,2014-09-24 00:32:27.563,Multiple Gunshots,10,38.842,-76.987
7D,2014-09-24 00:13:31.747,Single Gunshot,1,38.844,-77.001
4D,2014-09-24 00:01:11.363,Multiple Gunshots,11,38.948,-77.016
6D,2014-09-23 23:18:35.647,Single Gunshot,1,38.885,-76.96
7D,2014-09-23 23:14:50.737,Single Gunshot,1,38.826,-77.003
6D,2014-09-23 22:38:16.820,Multiple Gunshots,6,38.885,-76.952
6D,2014-09-23 22:00:33.337,Multiple Gunshots,4,38.899,-76.945
7D,2014-09-23 20:38:48.733,Multiple Gunshots,3,38.823,-77
7D,2014-09-23 14:09:50.207,Multiple Gunshots,3,38.829,-77.006
7D,2014-09-23 03:19:19.570,Multiple Gunshots,3,38.856,-76.973
1D,2014-09-23 02:06:32.077,Multiple Gunshots,3,38.905,-76.984
5D,2014-09-23 02:06:30.620,Multiple Gunshots,4,38.906,-76.984
7D,2014-09-23 01:14:25.823,Single Gunshot,1,38.836,-76.996
7D,2014-09-23 01:14:15.590,Single Gunshot,1,38.837,-76.996
7D,2014-09-23 01:12:12.760,Single Gunshot,1,38.837,-76.996
7D,2014-09-23 01:11:41.530,Single Gunshot,1,38.836,-76.996
7D,2014-09-23 00:53:52.133,Single Gunshot,1,38.847,-77
7D,2014-09-23 00:53:25.713,Single Gunshot,1,38.847,-77
7D,2014-09-23 00:40:54.820,Multiple Gunshots,12,38.834,-76.983
7D,2014-09-22 23:57:56.043,Multiple Gunshots,3,38.851,-76.968
6D,2014-09-22 23:49:51.277,Multiple Gunshots,3,38.895,-76.915
7D,2014-09-22 23:12:01.547,Single Gunshot,1,38.848,-77.003
7D,2014-09-22 22:54:14.843,Single Gunshot,1,38.84,-76.993
6D,2014-09-22 22:35:02.230,Single Gunshot,1,38.891,-76.953
7D,2014-09-22 22:33:44.633,Multiple Gunshots,5,38.859,-76.964
7D,2014-09-22 08:37:20.383,Multiple Gunshots,5,38.843,-76.988
5D,2014-09-22 04:54:30.190,Single Gunshot,1,38.907,-77.009
6D,2014-09-22 03:49:11.340,Single Gunshot,1,38.892,-76.952
4D,2014-09-22 02:20:13.157,Single Gunshot,1,38.948,-77.032
4D,2014-09-22 00:35:21.537,Single Gunshot,1,38.952,-77.017
7D,2014-09-22 00:33:33.400,Multiple Gunshots,2,38.854,-76.991
6D,2014-09-21 22:46:09.893,Single Gunshot,1,38.89,-76.96
7D,2014-09-21 21:40:06.363,Multiple Gunshots,4,38.861,-76.985
6D,2014-09-21 03:06:16.350,Single Gunshot,1,38.887,-76.951
7D,2014-09-21 01:54:58.987,Multiple Gunshots,4,38.844,-77.001
7D,2014-09-21 01:46:07.350,Multiple Gunshots,2,38.846,-76.999
7D,2014-09-21 01:46:02.413,Multiple Gunshots,4,38.847,-76.999
