Width,Height,Color,Text
20,20,l0r0,No Data
20,20,l0r1,0% - 10 %
20,20,l0r2,10% - 25 %
20,20,l0r3,25% - 35 %
20,20,l0r4,35% - 43 %
20,20,l0r5, 43% - 52 %
20,20,l0r6,52% - 62 %
20,20,l0r7,62% - 75 %
