Width,Height,Color,Text
20,20,l0r0, 20 - 40 
20,20,l0r1, 40 - 50 
20,20,l0r2, 50 - 60 
20,20,l0r3, 60 - 70 
20,20,l0r4, 70 - 80 
20,20,l0r5, 80 - 90 
20,20,l0r6, 90 - 100 
