Width,Height,Color,Text
20,20,l0r0,No Data
20,20,l0r1, -80% - -50%
20,20,l0r2, -50% - -20%
20,20,l0r3, -20% - -10%
20,20,l0r4, -10% - 0%
20,20,l0r5, 0% - 20%
20,20,l0r6, 20% - 50%
20,20,l0r7, 50% - 75%
20,20,l0r8, 75% - 100%
20,20,l0r9, 100% Plus
