Width,Height,Color,Text
20,20,l0r0, < -2.5 Std. Dev.
20,20,l0r1,-2.5 - -1.5 Std. Dev.
20,20,l0r2,-1.5 - -0.50 Std. Dev.
20,20,l0r3,-0.50 - 0.50 Std. Dev.
20,20,l0r4,0.50 - 1.5 Std. Dev.
20,20,l0r5,1.5 - 1.8 Std. Dev.
