Width,Height,Color,Text
20,20,l0r0, -100% - -60% 
20,20,l0r1, -60% - -30% 
20,20,l0r2, -30% - 0% 
20,20,l0r3, 0% - 25% 
20,20,l0r4, 25% - 75% 
20,20,l0r5, 75% - 100% 
20,20,l0r6, 100% - 150% 
20,20,l0r7, 150% - 255% 
