Width,Height,Color,Text
20,20,l0r0,No Data
20,20,l0r1, -50% - -20%
20,20,l0r2, -20% - -10%
20,20,l0r3, -10% - -5%
20,20,l0r4, -5% - 0%
20,20,l0r5, 0% - 10%
20,20,l0r6, 10% - 20%
20,20,l0r7, 20% - 50%
20,20,l0r8, 50% - 100%
20,20,l0r9, 100% Plus
