Width,Height,Color,Text
20,20,l0r0,No Data
20,20,l0r1, 0% - 6 %
20,20,l0r2, 6% - 10 %
20,20,l0r3, 10% - 16 %
20,20,l0r4, 16% - 23 %
20,20,l0r5, 23% - 28 %
20,20,l0r6, 28% - 34 %
20,20,l0r7, 34% - 46 %
