tabblk2010,st,stusps,stname,cty,ctyname,trct,trctname,bgrp,bgrpname,cbsa,cbsaname,zcta,zctaname,stplc,stplcname,ctycsub,ctycsubname,stcd114,stcd114name,stsldl,stsldlname,stsldu,stslduname,stschool,stschoolname,stsecon,stseconname,trib,tribname,tsub,tsubname,stanrc,stanrcname,necta,nectaname,mil,milname,stwib,stwibname,createdate
110010046002018,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004600,"46 (District of Columbia, DC)",110010046002,"2 (Tract 46, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010046002019,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004600,"46 (District of Columbia, DC)",110010046002,"2 (Tract 46, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11005,"Ward 5, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010046002020,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004600,"46 (District of Columbia, DC)",110010046002,"2 (Tract 46, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047011000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047011,"1 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20002,20002,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047011001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047011,"1 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047011002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047011,"1 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047011003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047011,"1 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047012000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047012,"2 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20002,20002,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047012001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047012,"2 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047012002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047012,"2 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047012003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047012,"2 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047012004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047012,"2 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047012005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047012,"2 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047012006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047012,"2 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047012007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047012,"2 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047012008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047012,"2 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047012009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047012,"2 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047012010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004701,"47.01 (District of Columbia, DC)",110010047012,"2 (Tract 47.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021011,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021012,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021013,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021014,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021015,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021016,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021017,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021018,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021019,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021020,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20002,20002,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021021,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021022,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010047021023,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004702,"47.02 (District of Columbia, DC)",110010047021,"1 (Tract 47.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010048011000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004801,"48.01 (District of Columbia, DC)",110010048011,"1 (Tract 48.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010048011001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004801,"48.01 (District of Columbia, DC)",110010048011,"1 (Tract 48.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010048011002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004801,"48.01 (District of Columbia, DC)",110010048011,"1 (Tract 48.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010048011003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004801,"48.01 (District of Columbia, DC)",110010048011,"1 (Tract 48.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11001,"Ward 1, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010048011004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004801,"48.01 (District of Columbia, DC)",110010048011,"1 (Tract 48.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11001,"Ward 1, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010048011005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004801,"48.01 (District of Columbia, DC)",110010048011,"1 (Tract 48.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010048011006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004801,"48.01 (District of Columbia, DC)",110010048011,"1 (Tract 48.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010048011007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004801,"48.01 (District of Columbia, DC)",110010048011,"1 (Tract 48.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010048011008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004801,"48.01 (District of Columbia, DC)",110010048011,"1 (Tract 48.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010048011009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004801,"48.01 (District of Columbia, DC)",110010048011,"1 (Tract 48.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010048011010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004801,"48.01 (District of Columbia, DC)",110010048011,"1 (Tract 48.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010048011011,11,DC,District of Columbia,11001,"District of Columbia, DC",11001004801,"48.01 (District of Columbia, DC)",110010048011,"1 (Tract 48.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20001,20001,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11006,"Ward 6, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
