Width,Height,Color,Text
20,20,l0r0, -18% - -15% 
20,20,l0r1, -15% - -5% 
20,20,l0r2, -5% - 0% 
20,20,l0r3, 0% - 20% 
20,20,l0r4, 20% - 50% 
20,20,l0r5, 50% - 100% 
20,20,l0r6, 100% - 186% 
