Width,Height,Color,Text
20,20,l0r0,U Street/No Data
20,20,l0r1, 0.0% - 0.1% 
20,20,l0r2, 0.1% - 0.1% 
20,20,l0r3, 0.1% - 0.5% 
20,20,l0r4, 0.5% - 1.0% 
20,20,l0r5, 1.0% - 3.0% 
20,20,l0r6, 3.0% - 5.0% 
20,20,l0r7, 5.0% - 15.7% 
