Width,Height,Color,Text
20,20,l0r0,Downtown/No Data
20,20,l0r1, 0.00% - 0.05% 
20,20,l0r2, 0.05% - 0.10% 
20,20,l0r3, 0.10% - 0.50% 
20,20,l0r4, 0.50% - 1.00% 
20,20,l0r5, 1.00% - 2.00% 
20,20,l0r6, 2.00% - 5.00% 
20,20,l0r7, 5.00% - 10.56% 
