Width,Height,Color,Text
20,20,l0r0, 0% - 8.4 %
20,20,l0r1, 8.4% - 19.1 %
20,20,l0r2, 19.1% - 29.2 %
20,20,l0r3, 29.2% - 40.0 %
20,20,l0r4, 40.0% - 51.3 %
20,20,l0r5, 51.3% - 67.1 %
20,20,l0r6, 67.1% - 85.8 %
