Width,Height,Color,Text
20,20,l0r0,No Data
20,20,l0r1, -20.0% - -10.0% 
20,20,l0r2, -10.0% - -5.0% 
20,20,l0r3, -5.0% - 0.0% 
20,20,l0r4, 0.0% - 10.0% 
20,20,l0r5, 10.0% - 20.0% 
20,20,l0r6, 20.0% - 50.0% 
20,20,l0r7, 50.0% - 100.0% 
20,20,l0r8, 100.0% Plus
