Width,Height,Color,Text
,,,HVI Score
20,20,l0r0, 0.20 - 0.30 
20,20,l0r1, 0.30 - 0.40 
20,20,l0r2, 0.40 - 0.50 
20,20,l0r3, 0.50 - 0.60 
20,20,l0r4, 0.60 - 0.70 
20,20,l0r5, 0.70 - 0.80 
20,20,l0r6, 0.80 - 0.90 
