Width,Height,Color,Text
20,20,l0r0,Least Likely
20,20,l0r1,
20,20,l0r2,
20,20,l0r3,
20,20,l0r4,
20,20,l0r5,
20,20,l0r6,
20,20,l0r7,
20,20,l0r8,Most Likely
