Width,Height,Color,Text
20,20,l0r0, $0 - $30751 
20,20,l0r1, $30751 - $44995 
20,20,l0r2, $44995 - $63079 
20,20,l0r3, $63079 - $82658 
20,20,l0r4, $82658 - $102784 
20,20,l0r5, $102784 - $134578 
20,20,l0r6, $134578 - $250000 
