"","STREETSEGID","freq"
"3268",4650,1
"3269",4653,915
"3270",4654,208
"3271",4655,22
"3272",4656,1428
"3273",4657,83
"3274",4658,40
"3275",4659,2
"3276",4660,28
"3277",4661,967
"3278",4664,16
"3279",4665,4
"3280",4666,44
"3281",4667,72
"3282",4668,3
"3283",4671,18
"3284",4672,1
"3285",4673,2
"3286",4674,5
"3287",4675,251
"3288",4676,2
"3289",4678,3
"3290",4679,49
"3291",4681,66
"3292",4683,23
"3293",4685,29
"3294",4686,16
"3295",4687,7
"3296",4688,6
"3297",4690,388
"3298",4693,20
"3299",4694,1
"3300",4695,22
"3301",4696,1640
"3302",4698,229
"3303",4699,29
"3304",4700,149
"3305",4701,2
"3306",4702,634
"3307",4704,10
"3308",4705,1837
"3309",4707,22
"3310",4710,143
"3311",4711,19
"3312",4712,5508
"3313",4713,2
"3314",4714,14
"3315",4718,326
"3316",4719,6
"3317",4720,1961
"3318",4721,32
"3319",4722,9
"3320",4723,92
"3321",4725,94
"3322",4726,1
"3323",4727,19
"3324",4728,190
"3325",4729,127
"3326",4730,192
"3327",4731,3
"3328",4734,47
"3329",4735,33
"3330",4738,6
"3331",4741,101
"3332",4746,304
"3333",4749,31
"3334",4750,243
"3335",4751,197
"3336",4752,33
"3337",4754,341
"3338",4755,148
"3339",4757,989
"3340",4758,1
"3341",4759,55
"3342",4760,1281
"3343",4761,213
"3344",4762,5
"3345",4763,1560
"3346",4764,8
"3347",4765,279
"3348",4766,793
"3349",4767,41
"3350",4769,70
"3351",4770,14
"3352",4771,8
"3353",4774,6
"3354",4775,73
"3355",4776,21
"3356",4777,3
"3357",4778,27
"3358",4779,615
"3359",4780,83
"3360",4781,5
"3361",4783,1123
"3362",4784,3
"3363",4786,117
"3364",4787,12
"3365",4788,66
"3366",4789,44
"3367",4795,1
"3368",4796,39
"3369",4798,2
"3370",4799,2
"3371",4800,471
"3372",4801,218
"3373",4802,296
"3374",4803,34
"3375",4804,3087
"3376",4805,196
"3377",4806,1294
"3378",4807,86
"3379",4811,2
"3380",4812,61
"3381",4814,26
"3382",4815,1
"3383",4816,19
"3384",4817,929
"3385",4818,572
"3386",4819,21
"3387",4820,471
"3388",4821,533
"3389",4822,1844
"3390",4823,180
"3391",4824,67
"3392",4826,65
"3393",4827,5
"3394",4828,247
"3395",4829,12
"3396",4830,175
"3397",4831,562
"3398",4832,324
"3399",4833,3
"3400",4834,486
"3401",4835,11
"3402",4837,419
"3403",4838,25
"3404",4839,4
"3405",4840,2
"3406",4841,165
"3407",4842,109
"3408",4844,2
"3409",4845,299
"3410",4846,56
"3411",4847,21
"3412",4848,6
"3413",4849,39
"3414",4850,128
"3415",4851,264
"3416",4853,4
"3417",4854,152
"3418",4855,10
"3419",4856,196
"3420",4857,156
"3421",4858,209
"3422",4859,135
"3423",4860,12
"3424",4861,292
"3425",4865,3
"3426",4866,355
"3427",4868,2
"3428",4869,78
"3429",4871,17
"3430",4872,11
"3431",4873,1793
"3432",4874,123
"3433",4875,812
"3434",4876,667
"3435",4878,629
"3436",4883,160
"3437",4884,2
"3438",4885,6
"3439",4888,16
"3440",4890,24
"3441",4891,49
"3442",4892,62
"3443",4893,8
"3444",4894,17
"3445",4895,14
"3446",4896,746
"3447",4897,4
"3448",4899,147
"3449",4900,29
"3450",4902,5
"3451",4903,46
"3452",4904,3
"3453",4906,47
"3454",4907,4
"3455",4908,108
"3456",4909,2
"3457",4910,783
"3458",4911,210
"3459",4912,2
"3460",4913,33
"3461",4914,693
"3462",4915,2441
"3463",4918,5
"3464",4920,12
"3465",4921,42
"3466",4923,15
"3467",4924,21
"3468",4925,288
"3469",4927,21
"3470",4929,533
"3471",4930,56
"3472",4931,82
"3473",4933,134
"3474",4934,85
"3475",4935,19
"3476",4936,327
"3477",4942,19
"3478",4943,26
"3479",4945,3
"3480",4946,4
"3481",4948,4
"3482",4951,1
"3483",4952,78
"3484",4953,13
"3485",4954,3
"3486",4955,123
"3487",4956,308
"3488",4958,19
"3489",4959,5
"3490",4961,5
"3491",4962,363
"3492",4963,67
"3493",4964,1075
"3494",4966,2
"3495",4968,379
"3496",4970,83
"3497",4971,18
"3498",4972,58
"3499",4973,78
"3500",4974,8
"3501",4975,6
"3502",4976,62
"3503",4977,209
"3504",4978,141
"3505",4979,25
"3506",4982,160
"3507",4983,77
"3508",4984,114
"3509",4986,3968
"3510",4987,45
"3511",4988,207
"3512",4989,67
"3513",4990,67
"3514",4991,123
"3515",4992,2
"3516",4993,117
"3517",4994,17
"3518",4997,5
"3519",4998,266
"3520",4999,1
"3521",5001,12
"3522",5002,4
"3523",5003,2
"3524",5005,3263
"3525",5006,68
"3526",5007,588
"3527",5008,30
"3528",5009,15
"3529",5013,10
"3530",5015,206
"3531",5016,686
"3532",5017,2
"3533",5018,6
"3534",5019,21
"3535",5020,184
"3536",5021,433
"3537",5022,996
"3538",5023,10
"3539",5028,18
"3540",5029,5
"3541",5030,272
"3542",5031,50
"3543",5032,5
"3544",5033,4
"3545",5034,200
"3546",5037,147
"3547",5038,17
"3548",5039,43
"3549",5041,145
"3550",5042,1093
"3551",5043,15
"3552",5044,44
"3553",5046,653
"3554",5047,70
"3555",5048,54
"3556",5049,29
"3557",5050,112
"3558",5054,81
"3559",5056,362
"3560",5058,420
"3561",5059,281
"3562",5060,222
"3563",5061,26
"3564",5064,70
"3565",5065,172
"3566",5067,177
"3567",5068,63
"3568",5069,2
"3569",5071,30
"3570",5073,947
"3571",5074,7
"3572",5075,112
"3573",5076,17
"3574",5077,4
"3575",5079,289
"3576",5080,799
"3577",5081,6
"3578",5083,43
"3579",5084,60
"3580",5087,1
"3581",5088,1403
"3582",5090,4
"3583",5091,4
"3584",5092,6
"3585",5095,7
"3586",5096,451
"3587",5098,68
"3588",5099,28
"3589",5100,428
"3590",5101,185
"3591",5102,68
"3592",5103,177
"3593",5104,2
"3594",5105,341
"3595",5106,3
"3596",5108,1645
"3597",5110,140
"3598",5111,41
"3599",5112,110
"3600",5113,80
"3601",5118,47
"3602",5120,116
"3603",5122,1090
"3604",5123,223
"3605",5124,23
"3606",5125,2
"3607",5126,139
"3608",5128,2
"3609",5130,36
"3610",5131,14
"3611",5135,2
"3612",5137,326
"3613",5141,47
"3614",5142,4
"3615",5143,40
"3616",5144,4
"3617",5146,48
"3618",5147,61
"3619",5149,129
"3620",5150,148
"3621",5151,72
"3622",5152,311
"3623",5153,5
"3624",5154,81
"3625",5155,34
"3626",5157,252
"3627",5159,196
"3628",5160,131
"3629",5161,90
"3630",5162,1894
"3631",5163,1035
"3632",5164,3
"3633",5166,7
"3634",5168,9
"3635",5169,30
"3636",5170,32
"3637",5171,71
"3638",5173,11
"3639",5174,23
"3640",5175,11
"3641",5177,37
"3642",5178,821
"3643",5181,145
"3644",5182,135
"3645",5185,39
"3646",5187,38
"3647",5188,10
"3648",5189,69
"3649",5190,279
"3650",5191,104
"3651",5192,6
"3652",5193,2150
"3653",5194,20
"3654",5195,2
"3655",5198,12
"3656",5199,40
"3657",5201,2
"3658",5203,1
"3659",5204,20
"3660",5205,260
"3661",5206,136
"3662",5207,224
"3663",5208,78
"3664",5209,43
"3665",5210,92
"3666",5212,2
"3667",5214,2
"3668",5217,11
"3669",5219,248
"3670",5221,42
"3671",5222,97
"3672",5223,237
"3673",5224,6
"3674",5225,2414
"3675",5226,6
"3676",5227,2
"3677",5228,13
"3678",5229,4
"3679",5231,35
"3680",5232,8
"3681",5234,89
"3682",5235,31
"3683",5236,351
"3684",5238,152
"3685",5239,120
"3686",5240,201
"3687",5241,177
"3688",5242,52
"3689",5243,2
"3690",5244,4
"3691",5245,50
"3692",5249,34
"3693",5250,867
"3694",5251,236
"3695",5252,1320
"3696",5253,1300
"3697",5254,36
"3698",5255,2
"3699",5256,775
"3700",5257,1021
"3701",5258,549
"3702",5259,2
"3703",5261,41
"3704",5262,27
"3705",5263,40
"3706",5264,26
"3707",5269,75
"3708",5270,1076
"3709",5272,7
"3710",5274,3
"3711",5275,109
"3712",5276,124
"3713",5278,114
"3714",5279,2
"3715",5281,1
"3716",5282,141
"3717",5283,3
"3718",5284,296
"3719",5286,17
"3720",5289,143
"3721",5290,43
"3722",5291,901
"3723",5292,9
"3724",5294,72
"3725",5296,42
"3726",5300,45
"3727",5301,129
"3728",5304,249
"3729",5307,8
"3730",5309,6
"3731",5311,3
"3732",5312,10
"3733",5315,2
"3734",5318,15
"3735",5320,373
"3736",5322,270
"3737",5323,392
"3738",5325,249
"3739",5326,466
"3740",5327,54
"3741",5328,137
"3742",5331,59
"3743",5332,89
"3744",5333,5
"3745",5334,87
"3746",5339,2
"3747",5340,16
"3748",5342,460
"3749",5343,25
"3750",5344,949
"3751",5345,7
"3752",5346,207
"3753",5348,99
"3754",5349,9
"3755",5351,157
"3756",5352,11
"3757",5353,13
"3758",5355,2
"3759",5356,9
"3760",5357,748
"3761",5358,61
"3762",5359,1
"3763",5360,458
"3764",5361,3
"3765",5363,190
"3766",5365,101
"3767",5366,4715
"3768",5368,425
"3769",5369,32
"3770",5370,44
"3771",5371,3
"3772",5372,153
"3773",5373,8
"3774",5377,14
"3775",5379,38
"3776",5380,1745
"3777",5383,107
"3778",5384,149
"3779",5386,12
"3780",5389,261
"3781",5392,102
"3782",5395,99
"3783",5396,72
"3784",5397,247
"3785",5398,3417
"3786",5399,1017
"3787",5401,292
"3788",5402,98
"3789",5403,526
"3790",5406,28
"3791",5407,151
"3792",5408,17
"3793",5409,4
"3794",5410,8
"3795",5413,107
"3796",5414,267
"3797",5415,4
"3798",5417,209
"3799",5418,511
"3800",5419,1
"3801",5420,31
"3802",5421,2
"3803",5422,2
"3804",5423,108
"3805",5424,1802
"3806",5425,278
"3807",5426,521
"3808",5427,2
"3809",5428,16
"3810",5430,151
"3811",5431,147
"3812",5432,130
"3813",5433,14
"3814",5434,21
"3815",5437,1
"3816",5438,4
"3817",5439,2
"3818",5440,14
"3819",5442,69
"3820",5443,4
"3821",5444,488
"3822",5445,561
"3823",5447,2660
"3824",5448,11
"3825",5449,24
"3826",5450,6
"3827",5451,12
"3828",5452,121
"3829",5453,22
"3830",5454,6
"3831",5455,75
"3832",5458,4
"3833",5459,8
"3834",5460,15
"3835",5463,16
"3836",5464,273
"3837",5465,2
"3838",5466,260
"3839",5467,58
"3840",5468,27
"3841",5469,56
"3842",5470,120
"3843",5473,1526
"3844",5474,28
"3845",5475,6
"3846",5476,42
"3847",5478,90
"3848",5479,95
"3849",5481,2
"3850",5482,48
"3851",5483,63
"3852",5484,158
"3853",5486,2
"3854",5488,14
"3855",5489,13
"3856",5491,48
"3857",5492,615
"3858",5493,88
"3859",5494,63
"3860",5496,29
"3861",5497,42
"3862",5500,6
"3863",5502,59
"3864",5503,18
"3865",5511,231
"3866",5512,524
"3867",5514,7
"3868",5516,10
"3869",5517,16
"3870",5519,613
"3871",5520,30
"3872",5521,10
"3873",5522,27
"3874",5523,899
"3875",5525,115
"3876",5526,10
"3877",5528,413
"3878",5529,2
"3879",5530,46
"3880",5533,149
"3881",5534,24
"3882",5535,408
"3883",5536,37
"3884",5537,34
"3885",5540,1950
"3886",5541,385
"3887",5542,285
"3888",5543,25
"3889",5544,11
"3890",5545,5
"3891",5546,89
"3892",5548,740
"3893",5549,134
"3894",5551,385
"3895",5552,7
"3896",5554,295
"3897",5557,100
"3898",5558,5
"3899",5559,57
"3900",5561,2
"3901",5562,12
"3902",5563,6
"3903",5564,233
"3904",5567,4953
"3905",5568,241
"3906",5569,242
"3907",5570,11
"3908",5572,15
"3909",5573,22
"3910",5575,80
"3911",5578,179
"3912",5579,15
"3913",5581,2
"3914",5582,4
"3915",5583,3472
"3916",5585,26
"3917",5586,2
"3918",5587,14
"3919",5588,977
"3920",5589,5
"3921",5590,33
"3922",5591,1114
"3923",5594,4
"3924",5597,4
"3925",5608,2
"3926",5609,36
"3927",5611,30
"3928",5612,4
"3929",5613,13
"3930",5614,173
"3931",5615,2
"3932",5616,575
"3933",5617,16
"3934",5618,484
"3935",5619,4
"3936",5621,27
"3937",5622,238
"3938",5623,207
"3939",5625,7
"3940",5626,4
"3941",5627,16
"3942",5629,196
"3943",5630,37
"3944",5631,38
"3945",5632,1
"3946",5633,3395
"3947",5634,2
"3948",5636,6
"3949",5637,80
"3950",5639,8
"3951",5641,76
"3952",5642,157
"3953",5643,1
"3954",5645,8
"3955",5646,22
"3956",5647,4
"3957",5649,1
"3958",5650,4
"3959",5653,10
"3960",5654,194
"3961",5655,43
"3962",5656,8
"3963",5657,10
"3964",5658,484
"3965",5659,4
"3966",5662,4
"3967",5663,186
"3968",5666,225
"3969",5667,63
"3970",5668,85
"3971",5669,6
"3972",5673,85
"3973",5674,12
"3974",5675,36
"3975",5676,151
"3976",5677,1937
"3977",5678,331
"3978",5679,376
"3979",5681,87
"3980",5682,2
"3981",5683,136
"3982",5685,2539
"3983",5686,3
"3984",5687,64
"3985",5688,1030
"3986",5690,52
"3987",5691,3
"3988",5694,119
"3989",5695,1094
"3990",5696,7
"3991",5701,146
"3992",5702,89
"3993",5705,154
"3994",5706,15
"3995",5707,7
"3996",5709,11
"3997",5710,202
"3998",5712,9
"3999",5713,3133
"4000",5716,115
"4001",5717,2577
"4002",5718,60
"4003",5719,3624
"4004",5721,4
"4005",5722,232
"4006",5723,64
"4007",5725,513
"4008",5727,3
"4009",5728,33
"4010",5729,1
"4011",5730,1
"4012",5731,1
"4013",5733,9
"4014",5737,25
"4015",5738,2
"4016",5739,261
"4017",5740,100
"4018",5742,2
"4019",5744,207
"4020",5745,9
"4021",5746,347
"4022",5747,6
"4023",5748,41
"4024",5749,205
"4025",5750,3
"4026",5752,122
"4027",5753,1431
"4028",5754,4
"4029",5755,70
"4030",5756,13
"4031",5757,12
"4032",5760,1
"4033",5761,2
"4034",5763,2
"4035",5764,16
"4036",5767,24
"4037",5770,6
"4038",5771,23
"4039",5772,4
"4040",5773,25
"4041",5774,958
"4042",5775,33
"4043",5776,28
"4044",5778,4
"4045",5779,1272
"4046",5780,576
"4047",5782,13
"4048",5783,8
"4049",5785,743
"4050",5786,90
"4051",5787,2
"4052",5788,287
"4053",5790,124
"4054",5791,78
"4055",5792,2134
"4056",5793,150
"4057",5794,480
"4058",5795,70
"4059",5798,14
"4060",5799,52
"4061",5804,126
"4062",5805,43
"4063",5808,15
"4064",5809,1377
"4065",5811,547
"4066",5812,53
"4067",5813,478
"4068",5815,18
"4069",5816,20
"4070",5817,80
"4071",5818,70
"4072",5820,195
"4073",5821,21
"4074",5822,2
"4075",5823,1938
"4076",5824,521
"4077",5829,7
"4078",5830,29
"4079",5831,122
"4080",5832,31
"4081",5833,74
"4082",5835,7
"4083",5837,98
"4084",5838,2
"4085",5839,3396
"4086",5841,207
"4087",5842,12
"4088",5844,17
"4089",5845,239
"4090",5846,19
"4091",5847,128
"4092",5848,77
"4093",5849,210
"4094",5850,12
"4095",5851,3
"4096",5852,209
"4097",5853,27
"4098",5855,1924
"4099",5856,331
"4100",5857,29
"4101",5858,6
"4102",5860,25
"4103",5861,19
"4104",5863,1269
"4105",5864,284
"4106",5865,982
"4107",5866,5
"4108",5867,1
"4109",5868,5
"4110",5869,1
"4111",5871,168
"4112",5872,56
"4113",5874,578
"4114",5875,6
"4115",5876,365
"4116",5878,2
"4117",5880,1
"4118",5881,18
"4119",5882,9
"4120",5884,68
"4121",5885,58
"4122",5886,292
"4123",5889,24
"4124",5890,20
"4125",5891,267
"4126",5892,6
"4127",5893,682
"4128",5895,95
"4129",5896,9
"4130",5897,71
"4131",5898,19
"4132",5899,226
"4133",5903,4
"4134",5905,109
"4135",5906,404
"4136",5908,84
"4137",5909,9
"4138",5910,22
"4139",5911,75
"4140",5912,41
"4141",5913,370
"4142",5914,10
"4143",5915,9
"4144",5917,24
"4145",5919,2
"4146",5921,555
"4147",5922,74
"4148",5923,2
"4149",5924,10
"4150",5925,30
"4151",5926,8
"4152",5929,3
"4153",5930,22
"4154",5931,32
"4155",5934,4
"4156",5935,407
"4157",5936,189
"4158",5937,2
"4159",5938,10
"4160",5940,165
"4161",5941,17
"4162",5942,22
"4163",5943,53
"4164",5944,356
"4165",5946,1236
"4166",5948,29
"4167",5949,262
"4168",5951,5
"4169",5952,117
"4170",5954,119
"4171",5955,96
"4172",5956,663
"4173",5957,25
"4174",5958,4
"4175",5959,806
"4176",5960,2
"4177",5961,2
"4178",5963,104
"4179",5964,279
"4180",5965,27
"4181",5966,21
"4182",5969,1
"4183",5970,7
"4184",5971,761
"4185",5972,12
"4186",5973,80
"4187",5974,7
"4188",5975,18
"4189",5976,39
"4190",5977,715
"4191",5979,4
"4192",5982,214
"4193",5984,4
"4194",5985,21
"4195",5986,10
"4196",5987,665
"4197",5988,193
"4198",5990,503
"4199",5991,12
"4200",5992,32
"4201",5993,4
"4202",5994,3
"4203",5995,6
"4204",5996,26
"4205",5997,656
"4206",5998,125
"4207",6001,258
"4208",6003,1062
"4209",6004,135
"4210",6005,2
"4211",6007,100
"4212",6009,111
"4213",6010,100
"4214",6011,101
"4215",6012,571
"4216",6013,17
"4217",6014,1832
"4218",6015,673
"4219",6016,730
"4220",6017,544
"4221",6018,26
"4222",6019,9
"4223",6020,77
"4224",6022,286
"4225",6024,2
"4226",6025,31
"4227",6026,10
"4228",6029,777
"4229",6030,2
"4230",6031,2102
"4231",6032,174
"4232",6033,90
"4233",6034,151
"4234",6035,12
"4235",6036,2
"4236",6040,169
"4237",6041,1109
"4238",6042,2
"4239",6044,7
"4240",6045,74
"4241",6050,2707
"4242",6055,6
"4243",6057,74
"4244",6058,5
"4245",6060,2
"4246",6061,7
"4247",6065,69
"4248",6069,171
"4249",6071,40
"4250",6072,35
"4251",6073,2
"4252",6074,1092
"4253",6075,41
"4254",6076,58
"4255",6077,12
"4256",6081,441
"4257",6083,1877
"4258",6084,179
"4259",6086,41
"4260",6089,356
"4261",6092,2
"4262",6093,96
"4263",6094,10
"4264",6095,11
"4265",6096,318
"4266",6097,23
"4267",6098,13
"4268",6100,489
"4269",6102,163
"4270",6104,996
"4271",6105,89
"4272",6106,46
"4273",6108,27
"4274",6109,1095
"4275",6110,2
"4276",6112,7
"4277",6113,8
"4278",6114,22
"4279",6115,5
"4280",6116,7
"4281",6117,47
"4282",6120,15
"4283",6121,2
"4284",6124,28
"4285",6126,90
"4286",6128,1932
"4287",6129,793
"4288",6131,144
"4289",6132,16
"4290",6136,289
"4291",6137,249
"4292",6138,119
"4293",6139,5
"4294",6140,4
"4295",6141,62
"4296",6144,2
"4297",6145,6
"4298",6146,29
"4299",6147,4
"4300",6149,70
"4301",6150,6
"4302",6152,244
"4303",6153,117
"4304",6154,24
"4305",6155,3
"4306",6156,1952
"4307",6157,373
"4308",6158,4
"4309",6159,59
"4310",6160,141
"4311",6163,96
"4312",6164,103
"4313",6166,26
"4314",6167,470
"4315",6169,1
"4316",6170,161
"4317",6171,530
"4318",6172,195
"4319",6173,11
"4320",6174,8
"4321",6175,131
"4322",6177,53
"4323",6178,5
"4324",6181,363
"4325",6182,18
"4326",6183,2
"4327",6184,120
"4328",6185,201
"4329",6186,675
"4330",6188,146
"4331",6189,3
"4332",6190,24
"4333",6192,35
"4334",6193,155
"4335",6194,70
"4336",6195,21
"4337",6196,2
"4338",6197,366
"4339",6199,357
"4340",6200,196
"4341",6202,20
"4342",6203,140
"4343",6204,43
"4344",6206,8
"4345",6207,26
"4346",6208,49
"4347",6209,2
"4348",6213,18
"4349",6214,326
"4350",6215,338
"4351",6218,149
"4352",6219,72
"4353",6220,791
"4354",6222,104
"4355",6224,10
"4356",6225,4
"4357",6228,301
"4358",6229,43
"4359",6231,176
"4360",6232,491
"4361",6234,18
"4362",6235,181
"4363",6236,11
"4364",6237,22
"4365",6239,2
"4366",6240,5
"4367",6242,859
"4368",6243,174
"4369",6244,2
"4370",6245,25
"4371",6246,30
"4372",6247,2
"4373",6248,63
"4374",6249,804
"4375",6250,15
"4376",6252,59
"4377",6253,205
"4378",6254,1967
"4379",6255,135
"4380",6256,40
"4381",6258,14
"4382",6260,17
"4383",6261,6
"4384",6262,28
"4385",6263,42
"4386",6265,3
"4387",6267,239
"4388",6268,24
"4389",6269,22
"4390",6270,307
"4391",6271,59
"4392",6272,4
"4393",6273,231
"4394",6274,2
"4395",6275,12
"4396",6276,11
"4397",6277,111
"4398",6278,1
"4399",6280,24
"4400",6281,41
"4401",6284,377
"4402",6285,346
"4403",6286,2
"4404",6287,32
"4405",6290,51
"4406",6291,510
"4407",6292,99
"4408",6293,58
"4409",6294,6
"4410",6295,442
"4411",6297,2720
"4412",6298,90
"4413",6301,96
"4414",6302,147
"4415",6303,24
"4416",6304,87
"4417",6305,2
"4418",6306,493
"4419",6307,5
"4420",6309,8615
"4421",6310,107
"4422",6313,21
"4423",6314,2
"4424",6317,2309
"4425",6318,3
"4426",6319,8
"4427",6320,339
"4428",6321,2
"4429",6322,119
"4430",6325,2
"4431",6327,6
"4432",6328,3
"4433",6331,17
"4434",6332,28
"4435",6333,3
"4436",6337,477
"4437",6338,122
"4438",6341,2
"4439",6342,2
"4440",6344,57
"4441",6345,8
"4442",6346,41
"4443",6347,143
"4444",6348,506
"4445",6350,289
"4446",6353,2
"4447",6354,2
"4448",6355,27
"4449",6356,32
"4450",6358,20
"4451",6359,234
"4452",6362,417
"4453",6363,108
"4454",6365,128
"4455",6366,78
"4456",6367,35
"4457",6368,393
"4458",6371,2
"4459",6372,13
"4460",6373,108
"4461",6374,33
"4462",6375,62
"4463",6376,19
"4464",6377,1195
"4465",6378,8
"4466",6379,4
"4467",6381,12
"4468",6382,308
"4469",6383,1
"4470",6384,1290
"4471",6385,63
"4472",6386,459
"4473",6387,711
"4474",6388,72
"4475",6389,324
"4476",6390,1469
"4477",6394,45
"4478",6395,54
"4479",6396,30
"4480",6397,3
"4481",6400,9
"4482",6402,27
"4483",6404,476
"4484",6405,2
"4485",6406,23
"4486",6407,44
"4487",6408,138
"4488",6409,128
"4489",6410,25
"4490",6411,138
"4491",6414,28
"4492",6418,1165
"4493",6419,87
"4494",6420,988
"4495",6421,126
"4496",6422,276
"4497",6427,586
"4498",6428,25
"4499",6430,8
"4500",6432,545
"4501",6433,806
"4502",6434,817
"4503",6436,7538
"4504",6437,2085
"4505",6439,267
"4506",6440,88
"4507",6441,10
"4508",6442,2
"4509",6443,76
"4510",6444,9
"4511",6445,30
"4512",6446,8
"4513",6447,17
"4514",6449,33
"4515",6450,1
"4516",6451,3
"4517",6452,20
"4518",6453,24
"4519",6454,78
"4520",6455,1
"4521",6457,435
"4522",6458,74
"4523",6460,3512
"4524",6461,9
"4525",6463,208
"4526",6464,206
"4527",6467,55
"4528",6468,1
"4529",6469,8
"4530",6472,18
"4531",6474,136
"4532",6475,7
"4533",6476,3
"4534",6478,12
"4535",6479,116
"4536",6480,200
"4537",6481,2
"4538",6482,1920
"4539",6484,156
"4540",6485,8
"4541",6486,146
"4542",6488,116
"4543",6489,1445
"4544",6490,12
"4545",6493,33
"4546",6494,248
"4547",6495,108
"4548",6496,107
"4549",6497,256
"4550",6498,15
"4551",6499,240
"4552",6500,14
"4553",6503,45
"4554",6504,112
"4555",6507,225
"4556",6508,9
"4557",6510,8
"4558",6511,59
"4559",6512,122
"4560",6513,438
"4561",6514,33
"4562",6515,1243
"4563",6516,12
"4564",6517,897
"4565",6518,250
"4566",6519,133
"4567",6527,34
"4568",6529,16
"4569",6531,339
"4570",6533,9
"4571",6534,80
"4572",6536,110
"4573",6537,2
"4574",6541,123
"4575",6545,639
"4576",6546,44
"4577",6548,5
"4578",6549,176
"4579",6550,360
"4580",6551,89
"4581",6552,2
"4582",6553,7
"4583",6554,3
"4584",6555,649
"4585",6556,63
"4586",6557,39
"4587",6560,424
"4588",6561,2
"4589",6562,19
"4590",6563,234
"4591",6565,39
"4592",6566,22
"4593",6567,7
"4594",6569,887
"4595",6570,17
"4596",6571,2
"4597",6572,625
"4598",6573,15
"4599",6574,861
"4600",6576,15
"4601",6577,2
"4602",6578,34
"4603",6579,19
"4604",6580,3
"4605",6581,83
"4606",6582,71
"4607",6585,942
"4608",6586,4
"4609",6587,19
"4610",6588,12
"4611",6589,12
"4612",6590,7
"4613",6591,10
"4614",6593,90
"4615",6594,2
"4616",6595,798
"4617",6596,328
"4618",6597,6
"4619",6598,36
"4620",6599,80
"4621",6600,10
"4622",6601,50
"4623",6602,2149
"4624",6603,16
"4625",6604,27
"4626",6605,24
"4627",6606,86
"4628",6607,14
"4629",6608,10
"4630",6609,134
"4631",6610,8
"4632",6611,37
"4633",6612,80
"4634",6614,8
"4635",6615,2
"4636",6616,12
"4637",6617,1
"4638",6618,10
"4639",6619,2
"4640",6620,2
"4641",6622,95
"4642",6623,192
"4643",6624,536
"4644",6626,168
"4645",6627,71
"4646",6628,131
"4647",6629,46
"4648",6630,163
"4649",6632,393
"4650",6633,254
"4651",6638,108
"4652",6639,6
"4653",6640,513
"4654",6641,503
"4655",6643,219
"4656",6644,72
"4657",6645,10
"4658",6646,10
"4659",6647,229
"4660",6649,170
"4661",6650,319
"4662",6651,668
"4663",6652,85
"4664",6653,24
"4665",6655,14
"4666",6656,137
"4667",6658,41
"4668",6659,7
"4669",6660,126
"4670",6661,873
"4671",6662,2
"4672",6664,56
"4673",6665,169
"4674",6666,15
"4675",6668,61
"4676",6671,4
"4677",6672,58
"4678",6673,103
"4679",6674,1535
"4680",6675,726
"4681",6676,333
"4682",6677,1116
"4683",6678,1473
"4684",6680,1135
"4685",6681,485
"4686",6682,22
"4687",6684,332
"4688",6688,16
"4689",6689,227
"4690",6690,63
"4691",6691,29
"4692",6692,22
"4693",6693,55
"4694",6694,6
"4695",6697,11
"4696",6698,7
"4697",6699,1024
"4698",6700,23
"4699",6702,11
"4700",6703,5
"4701",6704,1
"4702",6705,47
"4703",6707,3
"4704",6708,14
"4705",6710,46
"4706",6711,51
"4707",6712,188
"4708",6715,2
"4709",6716,18
"4710",6717,17
"4711",6719,383
"4712",6720,2033
"4713",6721,5945
"4714",6722,5
"4715",6726,484
"4716",6727,80
"4717",6728,61
"4718",6729,151
"4719",6731,6
"4720",6732,6
"4721",6734,1423
"4722",6735,6
"4723",6736,1
"4724",6738,15
"4725",6740,6
"4726",6741,42
"4727",6742,8
"4728",6743,77
"4729",6745,2
"4730",6748,476
"4731",6751,3322
"4732",6752,197
"4733",6753,10
"4734",6755,17
"4735",6757,55
"4736",6758,2
"4737",6759,2672
"4738",6760,2
"4739",6761,1066
"4740",6762,2
"4741",6763,4
"4742",6764,139
"4743",6765,159
"4744",6767,336
"4745",6768,4
"4746",6769,55
"4747",6770,116
"4748",6774,1208
"4749",6775,13
"4750",6776,45
"4751",6778,1588
"4752",6782,39
"4753",6784,1983
"4754",6785,487
"4755",6787,22
"4756",6792,18
"4757",6793,11
"4758",6794,424
"4759",6797,4
"4760",6798,32
"4761",6800,284
"4762",6801,32
"4763",6802,4
"4764",6804,411
"4765",6805,44
"4766",6807,2
"4767",6809,6
"4768",6810,88
"4769",6811,2
"4770",6812,1589
"4771",6813,114
"4772",6815,675
"4773",6816,4294
"4774",6820,1195
"4775",6821,11
"4776",6822,8
"4777",6823,3512
"4778",6824,5
"4779",6826,485
"4780",6827,57
"4781",6828,4
"4782",6829,6
"4783",6830,147
"4784",6831,32
"4785",6832,43
"4786",6833,128
"4787",6834,1745
"4788",6835,10
"4789",6840,62
"4790",6843,40
"4791",6845,8
"4792",6846,220
"4793",6847,2
"4794",6848,206
"4795",6850,275
"4796",6852,225
"4797",6855,2
"4798",6856,23
"4799",6857,234
"4800",6860,206
"4801",6862,6
"4802",6863,6
"4803",6864,6
"4804",6865,14
"4805",6866,27
"4806",6867,1181
"4807",6868,29
"4808",6869,2
"4809",6870,1931
