Width,Height,Color,Text
20,20,l0r0, 0.0 - 5.0 
20,20,l0r1, 5.0 - 7.0 
20,20,l0r2, 7.0 - 10.0 
20,20,l0r3, 10.0 - 15.0 
20,20,l0r4, 15.0 - 20.0 
20,20,l0r5, 20.0 - 30.0 
20,20,l0r6, 30.0 - 43.0 
